"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.861448792E0,-8.573129117E-2,-1.592830953E0,3.662649692E0
3.871380792E0,1.279575437E-2,-1.635496039E0,2.510873339E0
3.881312792E0,2.939662819E-1,-1.445462115E0,1.250032965E0
3.891243792E0,4.868175405E-1,-1.112969552E0,5.958897471E-2
3.901175792E0,7.840265420E-1,-7.634975526E-1,-1.266962993E0
3.911106792E0,1.045390357E0,-2.409047002E-1,-2.224574949E0
3.921038792E0,1.594405316E0,-1.403185576E-1,-2.587183011E0
3.930970792E0,2.324938751E0,-4.893800828E-1,-2.548613023E0
3.940901792E0,2.342384650E0,-4.075605789E-1,-1.352065124E0
3.950833792E0,1.700908402E0,-9.173068061E-1,4.174876893E-1
3.960765792E0,8.636306821E-1,-1.320277321E0,1.345809188E0
3.970696292E0,-2.777135074E-2,-1.287469471E0,1.233380679E0
3.980628292E0,-5.663288561E-1,-1.009288186E0,7.394353831E-1
3.990559292E0,-8.459432933E-1,-5.015846837E-1,-3.359342337E-2
4.000491292E0,-9.464613158E-1,1.501176140E-1,-1.008266385E0
4.010423292E0,-8.388320558E-1,6.140500295E-1,-1.906479401E0
4.020354292E0,-7.253055865E-1,1.126900836E0,-2.688928657E0
4.030286292E0,-4.933930269E-1,1.315789875E0,-2.970097868E0
4.040218292E0,-2.947346060E-1,1.357645122E0,-2.487224860E0
4.050149292E0,-3.138788286E-1,1.172337502E0,-1.369068242E0
4.060081292E0,-5.297403426E-1,9.490747288E-1,-2.045151383E-1
4.070012292E0,-7.820954990E-1,6.895940092E-1,5.595177269E-1
4.079944292E0,-1.009480121E0,5.281047302E-1,6.239382559E-1
4.089876292E0,-1.237421398E0,6.114559123E-1,2.360520959E-1
4.099807292E0,-1.366608757E0,9.289632306E-1,-4.751804119E-1
4.109739292E0,-1.174325702E0,1.244151251E0,-1.147404390E0
4.119670292E0,-5.129344216E-1,1.435949864E0,-1.212669257E0
4.129602292E0,5.397173005E-1,1.506109436E0,-4.647729528E-1
4.139534292E0,1.047806573E0,1.647926635E0,7.910698056E-2
4.149465292E0,8.694720505E-1,1.386038324E0,1.497571331E-1
4.159397292E0,3.097378305E-1,9.720788446E-1,1.123068863E-1
4.169329292E0,-1.623714776E-1,4.638777441E-1,3.874821174E-1
4.179260292E0,-5.985554928E-1,4.536445320E-2,8.430749416E-1
4.189192292E0,-7.953853431E-1,-6.866063744E-2,1.181627558E0
4.199123292E0,-1.036088753E0,-6.841593146E-2,1.147537122E0
4.209055292E0,-1.067220572E0,-1.903318396E-1,1.379190942E0
4.218987292E0,-4.753209644E-1,-3.243400821E-1,2.222309153E0
4.228918292E0,1.009828761E-1,-4.092670888E-1,3.140973975E0
4.238850292E0,2.740470839E-1,-3.775836584E-1,3.658442620E0
4.248782292E0,-3.752095427E-1,-5.168619964E-1,3.444511710E0
4.258713292E0,-1.076182818E0,-7.735714281E-1,2.757063922E0
4.268645292E0,-1.425462445E0,-9.174676046E-1,1.894296142E0
4.278576292E0,-1.504379098E0,-7.651707333E-1,1.029382435E0
4.288508292E0,-1.320732088E0,-5.772023383E-1,1.632501680E-1
4.298440292E0,-9.787212085E-1,-4.085271236E-1,-4.199294865E-1
4.308371292E0,-3.987055555E-1,-2.849438819E-1,-4.300849307E-1
4.318303292E0,3.020863102E-1,-3.119939786E-1,4.367402315E-2
4.328234292E0,6.752673076E-1,-5.692846236E-1,1.184090406E-1
4.338166292E0,6.641770399E-1,-5.953161353E-1,2.747080386E-1
4.348098292E0,6.491875564E-1,-9.463367701E-1,4.816281366E-1
4.358029292E0,3.802453110E-1,-1.104334092E0,1.319488531E-1
4.367961292E0,-1.323235135E-1,-1.168172531E0,-4.471985614E-1
4.377893292E0,-4.894289070E-1,-1.038733887E0,-9.489633393E-1
4.387824292E0,-4.752722863E-1,-9.259609777E-1,-1.284607551E0
4.397756292E0,-2.682961281E-1,-6.475039968E-1,-1.338312473E0
4.407687292E0,-8.262079172E-2,-3.053015479E-1,-1.339923381E0
4.417619292E0,-8.655004755E-2,-6.781893075E-2,-1.575585467E0
4.427551292E0,-2.718227300E-1,9.470969081E-2,-1.959080368E0
4.437482292E0,6.823408306E-3,-1.750735304E-1,-2.220231053E0
4.447414292E0,1.112441549E-1,-4.401912582E-1,-2.537198673E0
4.457345292E0,-1.274386033E-2,-4.191222784E-1,-2.587884092E0
4.467277292E0,-9.748039395E-4,-6.497317860E-1,-2.256389650E0
4.477209292E0,-1.174329210E-1,-7.256344923E-1,-1.772776383E0
4.487140292E0,8.792750537E-4,-5.640981433E-1,-9.627423030E-1
4.497072292E0,-4.356373005E-2,-3.058815917E-1,-4.697764152E-1
4.507004292E0,-3.059272000E-1,-9.284764498E-2,-6.921173751E-1
4.516935292E0,-6.920732287E-1,2.303984231E-1,-1.455860803E0
4.526867292E0,-7.892602386E-1,4.432806346E-1,-2.485454323E0
4.536798292E0,-4.889845186E-1,5.529302537E-1,-3.248266289E0
4.546730292E0,-6.351654947E-2,5.067895827E-1,-2.986076555E0
4.556662292E0,4.642075270E-2,4.212035948E-1,-2.224577873E0
4.566593292E0,-5.670571268E-2,2.590766770E-1,-1.379104403E0
4.576525292E0,-7.779391520E-2,2.178707635E-1,-3.246555394E-1
4.586456292E0,-2.582196213E-1,4.004708299E-1,4.870859277E-1
4.596388292E0,-6.622080631E-1,5.440959880E-1,7.132416111E-1
4.606320292E0,-8.732046206E-1,7.334276614E-1,7.051432174E-1
4.616251292E0,-8.929462094E-1,8.235537198E-1,5.171856397E-1
4.626183292E0,-4.136124471E-1,8.730989322E-1,4.339288902E-1
4.636115292E0,3.212656161E-1,8.632153836E-1,4.665358883E-1
4.646046292E0,1.394915567E0,7.182637846E-1,6.027836144E-1
4.655978292E0,1.931873859E0,5.653886238E-1,7.167341530E-1
4.665909292E0,2.002892386E0,1.366643402E-1,1.030521473E0
4.675841292E0,1.905854334E0,-2.430751866E-1,1.625699029E0
4.685773292E0,1.353298886E0,-3.917178404E-1,2.336690047E0
4.695704292E0,7.886825337E-1,-3.831826597E-1,2.858267530E0
4.705636292E0,2.275557992E-1,-2.559729749E-1,3.033468822E0
4.715567292E0,-2.515836163E-1,-2.320803747E-1,2.870406935E0
4.725499292E0,-3.781122467E-1,-2.442487228E-1,2.308022318E0
4.735431292E0,-2.060324907E-2,-2.196576726E-1,1.764980291E0
4.745362292E0,6.138468388E-1,-1.878368327E-1,1.520790625E0
4.755294292E0,1.067624833E0,-2.801246068E-1,1.176163920E0
4.765225292E0,1.500871061E0,-4.471187469E-1,7.994646531E-1
4.775157292E0,1.577275751E0,-5.053485364E-1,2.347715557E-1
4.785089292E0,1.634356709E0,-6.813330629E-1,1.614381158E-1
4.795020292E0,1.458868465E0,-7.148595357E-1,3.348308641E-1
4.804952292E0,1.066582567E0,-7.385381278E-1,5.247501826E-1
4.814883292E0,4.448921272E-1,-7.335022134E-1,4.779192477E-1
4.824815292E0,-5.424900502E-3,-6.774817944E-1,2.409351057E-1
4.834747292E0,-1.502437676E-1,-7.232511672E-1,4.877513409E-2
4.844678292E0,2.579521112E-1,-7.793502313E-1,1.478673130E-1
4.854610292E0,7.768872379E-1,-5.481402147E-1,5.444868743E-2
4.864542292E0,9.767155404E-1,-5.998959669E-1,-7.979812145E-1
4.874473292E0,6.197874637E-1,-5.272498673E-1,-1.753051386E0
4.884405292E0,2.124179426E-1,-5.179460701E-1,-2.263711533E0
4.894336292E0,-1.226541191E-1,-3.467565528E-1,-2.595089616E0
4.904268292E0,-4.532141038E-1,-1.644912395E-1,-2.211242128E0
4.914200292E0,-7.323099661E-1,-7.861259848E-2,-1.857332384E0
4.924131292E0,-9.761258487E-1,1.928508201E-1,-1.614346075E0
4.934063292E0,-7.679132967E-1,2.872541168E-1,-1.502711034E0
4.943994292E0,-8.680885262E-1,5.354403546E-1,-1.305576251E0
4.953926292E0,-8.572673766E-1,6.138167256E-1,-1.232077335E0
4.963858667E0,-7.575586087E-1,3.900911450E-1,-1.303108141E0
4.973789667E0,-6.861152814E-1,2.868766791E-1,-1.516138580E0
4.983721667E0,-6.276506531E-1,2.111970440E-1,-1.737479666E0
4.993652667E0,-6.606985313E-1,4.240608367E-1,-1.759887950E0
5.003584667E0,-2.789083859E-1,3.367879272E-1,-1.759143600E0
5.013516667E0,1.087596729E-2,7.314422393E-1,-1.420215592E0
5.023447667E0,1.539433010E-1,1.048046455E0,-1.047709948E0
5.033379667E0,1.594203148E-1,1.079369112E0,-9.489890671E-1
5.043310667E0,1.152443082E-1,1.037659169E0,-8.175851744E-1
5.053242667E0,-5.120143622E-2,8.992374480E-1,-3.459370655E-1
5.063174667E0,-2.772490923E-1,6.729083946E-1,4.804312116E-1
5.073105667E0,-5.269319250E-1,3.803315574E-1,1.167955014E0
5.083037667E0,-5.054870423E-1,1.779529917E-1,1.534706998E0
5.092968667E0,-3.070400713E-1,3.209682852E-1,1.631300662E0
5.102900667E0,-7.422207043E-2,5.253164855E-1,1.576446762E0
5.112832667E0,1.661397889E-1,7.843580791E-1,1.519569726E0
5.122763667E0,4.175228456E-1,9.331416509E-1,1.419373593E0
5.132695667E0,4.222802865E-1,1.025460415E0,1.426419488E0
5.142626667E0,-4.522324294E-2,8.804216927E-1,1.989718609E0
5.152558667E0,-5.865523285E-1,3.391604349E-1,2.638572435E0
5.162490667E0,-1.319065193E0,2.469106677E-1,3.269103427E0
5.172421667E0,-1.572373884E0,1.780617499E-1,3.616294135E0
5.182353667E0,-1.654733378E0,4.490299094E-1,3.776867448E0
5.192284667E0,-1.263667941E0,5.658172247E-1,3.414371653E0
5.202216667E0,-7.535293655E-1,7.350923637E-1,2.906473145E0
5.212148667E0,-1.575082022E-1,6.076268631E-1,2.045798085E0
5.222079667E0,8.834806636E-2,6.593928480E-1,1.183719692E0
5.232011667E0,2.455693164E-1,4.331757689E-1,8.140101868E-1
5.241942667E0,4.267578650E-1,3.079930213E-1,9.044204199E-1
5.251874667E0,1.653819166E-1,4.117121020E-1,9.275204301E-1
5.261806667E0,2.157356527E-1,8.704662234E-2,4.403438705E-1
5.271737667E0,-2.836794215E-1,3.665429458E-1,3.227663040E-2
5.281669667E0,-9.906981334E-2,5.913914841E-1,-6.086676675E-1
5.291600667E0,3.114437556E-1,8.482658073E-1,-1.296489093E0
5.301532667E0,3.288634881E-1,1.020683532E0,-1.934941893E0
5.311464667E0,-1.812880974E-1,1.257036467E0,-2.427035376E0
5.321395667E0,-3.941988140E-2,7.783971351E-1,-2.673638188E0
5.331327667E0,6.743710756E-2,3.996937349E-1,-2.597563573E0
5.341258667E0,-2.582025182E-1,1.122197628E-2,-1.781677015E0
5.351190667E0,-3.396526243E-1,-2.985064986E-1,-7.114927089E-1
5.361122667E0,-3.214737770E-1,-2.372507751E-1,-3.054942137E-1
5.371053667E0,-2.260320148E-1,-2.147772941E-1,-1.675192201E-1
5.380985667E0,-4.754210249E-2,1.134272128E-1,-6.334768188E-1
5.390916667E0,-3.833858505E-2,4.915716192E-1,-1.383668155E0
5.400848667E0,-1.330650866E-1,3.969262478E-1,-2.123242702E0
5.410780667E0,-3.131631294E-1,2.877169240E-1,-2.737688588E0
5.420711667E0,-4.942666009E-1,2.263939574E-1,-2.737058258E0
5.430643667E0,-2.576290525E-1,-2.092496288E-1,-2.255007952E0
5.440574667E0,-3.927603990E-1,-5.452607533E-1,-1.576335665E0
5.450506667E0,-3.765349603E-1,-9.460277447E-1,-1.223152730E0
5.460438667E0,-1.523306389E-1,-1.066350287E0,-1.037483168E0
5.470369667E0,5.457089424E-2,-8.594933385E-1,-9.873485559E-1
5.480301667E0,2.305679923E-1,-6.856462616E-1,-1.073697313E0
5.490232667E0,2.473652887E-1,-6.460167575E-1,-1.481499674E0
5.500164667E0,2.542262654E-1,-6.344088650E-1,-1.997431671E0
5.510096667E0,2.753303285E-1,-7.147905385E-1,-2.015939863E0
5.520027667E0,1.040015012E-1,-7.399815130E-1,-1.512908578E0
5.529959667E0,-4.911441877E-2,-9.491393405E-1,-5.689738441E-1
5.539890667E0,-3.200356543E-2,-1.238492608E0,3.522029418E-1
5.549822667E0,3.469359161E-1,-1.539592347E0,1.019259151E0
5.559754667E0,6.904740152E-1,-1.605042863E0,1.517807960E0
5.569685667E0,1.011420666E0,-1.491541975E0,1.634762213E0
5.579617667E0,1.414016958E0,-1.434744753E0,1.522426676E0
5.589548667E0,1.707317681E0,-1.304676657E0,1.278341090E0
5.599480667E0,1.797785071E0,-1.129977056E0,9.177509022E-1
5.609412667E0,1.701716487E0,-1.024539479E0,1.157352258E0
5.619343667E0,1.589086396E0,-9.289629382E-1,1.699688526E0
5.629275667E0,1.687290090E0,-7.483137953E-1,1.732808910E0
5.639206667E0,1.677623766E0,-2.704427871E-1,1.526612697E0
5.649138667E0,1.945278308E0,2.672642407E-1,1.600178272E0
5.659069667E0,2.046350939E0,7.178492171E-1,1.801762785E0
5.669001667E0,1.969037738E0,6.831281582E-1,1.802020648E0
5.678933667E0,1.906665927E0,1.611586189E-1,1.934361264E0
5.688864667E0,1.777032425E0,-3.761104524E-1,2.233137612E0
5.698796667E0,1.377585589E0,-7.100610182E-1,2.664570910E0
5.708727667E0,8.909789868E-1,-8.969877318E-1,3.313667981E0
5.718659667E0,5.598694369E-1,-8.217861065E-1,3.361894062E0
5.728591667E0,4.882641417E-1,-4.962382820E-1,2.639113303E0
5.738522667E0,5.725671043E-1,1.430649948E-1,1.697552539E0
5.748454667E0,4.725345469E-1,6.563023022E-1,8.362635201E-1
5.758385667E0,3.196801436E-1,8.594743350E-1,2.396522266E-1
5.768317667E0,1.130345723E-1,8.110172895E-1,-2.360105807E-1
5.778249667E0,1.125048146E-2,6.701236582E-1,-8.581853163E-1
5.788180667E0,6.046152547E-2,5.240505633E-1,-1.386655498E0
5.798112667E0,1.062535563E-1,5.201691815E-1,-1.830432853E0
5.808043667E0,1.269212709E-1,4.769497794E-1,-2.030566673E0
5.817975667E0,-5.392945468E-2,5.195809516E-1,-2.077218098E0
5.827907667E0,-3.298363186E-1,4.960064399E-1,-2.105145569E0
5.837838667E0,-6.629371378E-1,6.157694033E-1,-2.352241886E0
5.847770667E0,-9.067457114E-1,6.173876202E-1,-2.540980652E0
5.857701667E0,-1.120873965E0,6.716240537E-1,-2.627869692E0
5.867633667E0,-1.014532554E0,4.626676628E-1,-2.941881545E0
5.877565667E0,-9.155139036E-1,1.793960845E-1,-3.283615047E0
5.887496667E0,-1.004694467E0,8.766788900E-2,-3.432118537E0
5.897428667E0,-9.068714266E-1,-3.944528756E-1,-3.008021155E0
5.907359667E0,-1.126835055E0,-7.373754090E-1,-1.611123090E0
5.917291667E0,-1.283505205E0,-1.084853508E0,-3.319247979E-1
5.927223667E0,-1.356625367E0,-1.547602740E0,2.061710697E-1
5.937154667E0,-1.459082765E0,-1.244552954E0,-1.629373419E-1
5.947086667E0,-1.525467812E0,-9.676905093E-1,-9.929981357E-1
5.957017667E0,-1.618521572E0,-7.238037291E-1,-1.882177203E0
5.966953417E0,-1.744282609E0,-4.337455800E-1,-2.642930365E0
5.976884417E0,-1.881839673E0,-1.580882460E-1,-3.177000425E0
5.986816417E0,-1.885833467E0,-1.529929823E-1,-3.012485504E0
5.996748417E0,-1.754450040E0,-7.006996259E-1,-1.171137654E0
6.006679417E0,-1.854036162E0,-1.457748284E0,1.254562218E0
6.016611417E0,-2.079614579E0,-2.086309057E0,2.845218884E0
6.026542417E0,-2.495499839E0,-1.835654417E0,3.264284152E0
6.036474417E0,-2.809969529E0,-1.680493287E0,2.809282481E0
6.046406417E0,-2.910540761E0,-1.023406288E0,2.003012254E0
6.056337417E0,-2.632444261E0,-8.332311541E-2,1.338199621E0
6.066269417E0,-2.495089365E0,6.022021088E-1,9.372425956E-1
6.076200417E0,-2.207050990E0,1.225186391E0,1.286992630E0
6.086132417E0,-1.772894058E0,1.496409782E0,2.648945396E0
6.096063417E0,-2.017893125E0,1.549655697E0,3.690884142E0
6.105995417E0,-2.519574580E0,1.230908769E0,4.002792751E0
6.115927417E0,-3.006390367E0,9.514332032E-1,4.296588441E0
6.125858417E0,-2.888225447E0,7.327929461E-1,5.073275850E0
6.135790417E0,-2.229524325E0,6.606450292E-1,5.718766943E0
6.145721417E0,-1.459150300E0,6.688928193E-1,5.489229230E0
6.155653417E0,-6.809426882E-1,9.025630519E-1,4.607725217E0
6.165585417E0,-1.297522735E-1,1.109455668E0,3.479187453E0
6.175516417E0,4.999555032E-1,1.308773509E0,3.142914666E0
6.185448417E0,7.958089739E-1,1.488561064E0,3.349452941E0
6.195379417E0,4.574649565E-1,1.362933636E0,3.266780913E0
6.205311417E0,-1.063669923E-1,9.670768440E-1,2.638867720E0
6.215243417E0,-6.289396718E-1,6.760717383E-1,1.579851596E0
6.225174417E0,-9.261458959E-1,4.952229130E-1,6.347152591E-1
6.235106417E0,-8.740591912E-1,4.599662492E-1,3.432783365E-2
6.245037417E0,-6.170207805E-1,5.702561384E-1,-6.919630086E-1
6.254969417E0,-5.355488205E-1,7.127340728E-1,-1.619920810E0
6.264900417E0,-3.985510428E-1,8.423995882E-1,-2.027089918E0
6.274832417E0,5.200301640E-2,8.848047656E-1,-1.661263549E0
6.284764417E0,1.234522641E-1,6.302067634E-1,-8.798539281E-1
6.294695417E0,-3.570682637E-2,-1.635425287E-1,2.886846381E-1
6.304627417E0,-5.258928017E-1,-1.344084844E0,8.981533742E-1
6.314558417E0,-9.441708883E-1,-2.171271147E0,3.982053262E-1
6.324490417E0,-1.101959830E0,-2.501216077E0,-6.006599057E-1
6.334421417E0,-7.616387227E-1,-2.247833126E0,-1.368666539E0
6.344353417E0,-2.854288354E-1,-1.766154411E0,-1.820780270E0
6.354285417E0,5.694793358E-2,-1.255398955E0,-1.875592069E0
6.364216417E0,9.055335105E-1,-1.406286062E0,-1.936715353E0
6.374148417E0,8.865902860E-1,-9.880233246E-1,-2.055101590E0
6.384079417E0,1.150874639E0,-8.045496842E-1,-2.582057927E0
6.394011417E0,1.487199540E0,-7.325979415E-1,-3.394921474E0
6.403943417E0,1.489941300E0,-7.493455365E-1,-4.006399899E0
6.413874417E0,1.402920990E0,-1.086204800E0,-3.527008322E0
6.423806417E0,6.034920046E-1,-1.284680641E0,-1.783151098E0
6.433737417E0,3.105943745E-1,-1.727050280E0,-3.699457330E-1
6.443669417E0,4.378056673E-1,-1.796480995E0,6.349590880E-1
6.453600417E0,7.511894560E-1,-1.285175316E0,1.657508467E0
6.463532417E0,1.205598365E0,-8.554839027E-1,1.959757476E0
6.473464417E0,1.778137403E0,-6.973681748E-1,1.443260053E0
6.483395417E0,2.228666392E0,-4.079947346E-1,6.316407931E-1
6.493327417E0,2.540542403E0,-5.068389916E-1,-3.810630441E-2
6.503258417E0,2.527148479E0,-5.555229092E-1,4.282793105E-1
6.513190417E0,2.229759529E0,-6.667644328E-1,1.397004485E0
6.523122417E0,2.003283857E0,-8.472399133E-1,2.177615376E0
6.533053417E0,1.638795769E0,-8.143686211E-1,2.270118912E0
6.542985417E0,1.292772164E0,-7.854722661E-1,1.784667866E0
6.552916417E0,1.149216004E0,-4.875221300E-1,1.286012052E0
6.562848417E0,1.096812087E0,4.741858006E-2,7.562034434E-1
6.572779417E0,1.056990064E0,4.150108087E-1,3.645797431E-2
6.582711417E0,1.145569095E0,3.695387667E-1,-5.990063131E-1
6.592643417E0,1.332291595E0,5.332426786E-2,-1.002131487E0
6.602574417E0,1.382892668E0,-4.613061386E-1,-8.689699209E-1
6.612506417E0,1.213887086E0,-1.079071781E0,-2.577411729E-1
6.622437417E0,1.130731785E0,-1.450787174E0,2.593064725E-1
6.632369417E0,7.733768620E-1,-1.632497002E0,-5.943285406E-2
6.642300417E0,5.287556715E-1,-1.380073872E0,-1.061905233E0
6.652232417E0,4.485254408E-1,-8.222869205E-1,-2.084409589E0
6.662164417E0,6.470417744E-1,-3.188431147E-1,-3.008395962E0
6.672095417E0,7.530769372E-1,4.033719260E-1,-3.464140813E0
6.682027417E0,9.708385040E-1,9.249827385E-1,-3.474508511E0
6.691958417E0,1.204234064E0,1.094205253E0,-2.962433338E0
6.701890417E0,1.447030630E0,7.723303565E-1,-2.196671451E0
6.711822417E0,1.560855015E0,1.382924974E-1,-1.160575828E0
6.721753417E0,1.296034326E0,-3.788568896E-1,5.218756914E-2
6.731685417E0,1.031909017E0,-6.968983510E-1,7.855207980E-1
6.741616417E0,8.146618590E-1,-4.365095589E-1,1.559540123E-1
6.751548417E0,5.889643049E-1,-1.660275954E-1,-8.218501335E-1
6.761479417E0,6.192385563E-1,-1.443016809E-1,-1.729620423E0
6.771411417E0,2.460866489E-1,7.043553051E-1,-2.334183930E0
6.781343417E0,1.191420621E-1,1.344679213E0,-2.841530460E0
6.791274417E0,8.780522548E-2,1.701519582E0,-3.183858039E0
6.801206417E0,-9.689779200E-2,1.887287085E0,-3.000352532E0
6.811137417E0,-3.940214241E-1,1.554578760E0,-2.600344509E0
6.821069417E0,-4.735870457E-1,8.189855826E-1,-2.187913492E0
6.831000417E0,-5.481253774E-1,3.063394287E-1,-2.009627793E0
6.840932417E0,-6.473169590E-1,3.281954437E-1,-1.876510667E0
6.850864417E0,-3.662843527E-1,3.130096400E-1,-1.788056912E0
6.860795417E0,-1.327203932E-1,6.212213472E-1,-1.632750771E0
6.870727417E0,2.888175161E-1,8.953768238E-1,-1.383306797E0
6.880658417E0,6.740111795E-1,1.003420213E0,-6.600746334E-1
6.890590417E0,6.785576820E-1,1.079267663E0,3.761706787E-1
6.900521417E0,6.581756039E-1,8.347514302E-1,1.163352086E0
6.910453417E0,3.018016970E-1,5.692743909E-1,1.725052578E0
6.920385417E0,-1.272973931E-1,3.509311724E-1,1.884892650E0
6.930316417E0,-4.175480618E-1,3.733233771E-1,1.607505417E0
6.940248417E0,-5.701798323E-1,5.400921071E-1,9.120025045E-1
6.950179417E0,-5.757161222E-1,6.972263798E-1,2.951844031E-1
6.960111417E0,-5.796796574E-1,1.010468739E0,-9.300171912E-2
6.970039750E0,-5.066856484E-1,1.387423529E0,3.820214027E-1
6.979970750E0,-4.236335514E-1,1.362581049E0,1.678470150E0
6.989902750E0,-4.485931224E-1,1.004282385E0,3.379566686E0
6.999833750E0,-6.390158131E-1,7.079259074E-1,4.514657425E0
7.009765750E0,-7.443846126E-1,2.726419249E-1,4.524909933E0
7.019696750E0,-6.681209868E-1,-1.297918153E-1,3.778438595E0
7.029628750E0,-5.502457970E-1,-4.553174204E-1,2.860026373E0
7.039560750E0,-4.442220363E-1,-5.965303096E-1,1.809791597E0
7.049491750E0,1.000050755E-1,-9.761371046E-1,8.679174221E-1
7.059423750E0,2.788937679E-1,-5.270957932E-1,1.611030704E-1
7.069354750E0,5.771843581E-1,-4.952720296E-1,-2.201541013E-1
7.079286750E0,5.262827379E-1,-5.432282612E-1,-4.454391342E-1
7.089217750E0,2.421390474E-1,-5.269849885E-1,-5.724751568E-1
7.099149750E0,7.126849562E-2,-5.681894401E-1,-6.256760484E-1
7.109081750E0,-1.834704244E-1,-4.774426997E-1,-6.635215670E-1
7.119012750E0,-5.852912302E-1,-3.226160306E-1,-9.472992218E-1
7.128944750E0,-8.140430774E-1,-2.788180465E-1,-1.387678760E0
7.138875750E0,-5.961245129E-1,-2.939374843E-1,-1.689244230E0
7.148807750E0,-3.031266761E-1,-2.198018065E-1,-1.806244676E0
7.158738750E0,-1.806791098E-1,-1.095812067E-1,-1.664459052E0
7.168670750E0,-2.021594413E-1,-1.459529346E-1,-1.344473099E0
7.178602750E0,-3.540377980E-1,-3.286907029E-1,-1.080284202E0
7.188533750E0,-4.799713281E-1,-4.319262189E-1,-8.002417481E-1
7.198465750E0,-4.362424873E-1,-6.119391847E-1,-4.008348191E-1
7.208396750E0,-3.456397346E-1,-4.249417198E-1,-1.889141822E-1
7.218328750E0,-2.070953684E-1,-3.532010615E-1,-5.255553442E-1
7.228259750E0,-7.944465727E-2,-1.562574828E-1,-8.569942385E-1
7.238191750E0,5.020697102E-2,1.261107007E-1,-1.447938411E0
7.248122750E0,9.886910766E-2,3.943675062E-1,-2.129741297E0
7.258054750E0,2.350555842E-1,1.538180244E-1,-2.140762129E0
7.267986750E0,1.364395148E-1,-4.064326510E-1,-1.519725847E0
7.277917750E0,6.722251475E-2,-6.355572581E-1,-6.931090629E-1
7.287849750E0,-3.038739502E-2,-6.921705848E-1,-9.284565693E-1
7.297780750E0,-5.433949068E-2,-8.921117386E-1,-1.327961732E0
7.307712750E0,-1.933830629E-1,-8.531692824E-1,-1.528777921E0
7.317643750E0,-9.236992747E-2,-8.891977787E-1,-1.417479095E0
7.327575750E0,4.072423442E-1,-2.879125133E-1,-5.378146166E-1
7.337507750E0,8.531872626E-1,4.243879884E-1,2.041105109E-1
7.347438750E0,9.041625577E-1,9.023189306E-1,4.493298715E-1
7.357370750E0,9.204834522E-1,8.258443666E-1,1.148402510E0
7.367301750E0,9.154574780E-1,1.134655121E-1,1.268260490E0
7.377233750E0,7.708295225E-1,-2.421855327E-1,1.415082321E0
7.387164750E0,4.598099823E-1,-7.678706852E-1,1.518808419E0
7.397096750E0,4.070340371E-1,-7.935344070E-1,1.501644502E0
7.407028750E0,8.096325226E-1,-2.964120260E-1,1.660704555E0
7.416959750E0,1.236573698E0,2.065113777E-1,1.640857351E0
7.426891750E0,1.768777034E0,5.605076605E-1,1.520139245E0
7.436822750E0,2.274665999E0,1.006661617E0,1.466200435E0
7.446754750E0,2.332632956E0,1.340046757E0,1.390042790E0
7.456685750E0,1.926333768E0,1.251780405E0,1.227969081E0
7.466617750E0,1.422288722E0,7.328277370E-1,1.087144740E0
7.476549750E0,8.180723937E-1,7.107407570E-2,1.751216530E0
7.486480750E0,3.287791421E-1,-5.373026928E-1,2.361131408E0
7.496412750E0,-3.560881242E-2,-6.909338987E-1,2.714166993E0
7.506343750E0,-3.550777254E-1,-9.292552990E-1,2.425881135E0
7.516275750E0,-4.008397892E-1,-1.072683260E0,1.891415804E0
